AgentID,Episode,Conversation_Length,Conversation_With_Like,People_Around_To_Talk,Action
4,8,4,1,1,4
4,8,5,1,1,1
4,8,0,1,1,3
4,8,1,1,1,4
4,8,2,1,1,4
4,8,3,1,1,4
4,8,4,1,1,4
4,8,5,1,1,1
4,8,0,1,1,3
4,8,1,1,1,4
4,8,2,1,1,4
4,8,3,1,1,4
4,8,4,1,1,4
4,8,5,1,1,1
4,8,0,1,0,1
4,8,0,1,1,3
4,8,1,0,1,4
4,8,2,0,1,2
4,8,0,0,1,3
4,8,1,1,1,4
4,8,2,1,1,4
4,8,3,1,1,4
4,8,4,1,1,4
4,8,5,1,1,1
4,8,0,1,1,3
4,8,1,1,1,4
4,8,2,1,1,4
4,8,3,1,1,4
4,8,4,1,1,4
4,8,5,1,1,1
4,8,0,1,1,3
4,8,1,1,1,4
4,8,2,1,1,4
4,8,3,1,1,4
4,8,4,1,1,4
4,8,5,1,1,1
4,8,0,1,1,3
4,8,1,1,1,4
4,8,2,1,1,4
4,8,3,1,1,4
4,8,4,1,1,4
4,9,0,0,0,2
4,9,0,0,1,3
4,9,1,1,1,4
4,9,2,1,1,4
4,9,3,1,1,4
4,9,4,1,1,4
4,9,5,1,1,1
4,9,0,1,1,3
4,9,1,1,1,4
4,9,2,1,1,4
4,9,3,1,1,4
4,9,4,1,1,4
4,9,5,1,1,1
4,9,0,1,0,1
4,9,0,1,1,3
4,9,1,1,1,4
4,9,2,1,1,4
4,9,3,1,1,4
4,9,4,1,1,4
4,9,5,1,1,1
4,9,0,1,1,3
4,9,1,1,1,4
4,9,2,1,1,4
4,9,3,1,1,4
4,9,4,1,1,4
4,9,5,1,1,1
4,9,0,1,1,3
4,9,1,1,1,4
4,9,2,1,1,4
4,9,3,1,1,4
4,9,4,1,1,4
4,9,5,1,1,1
4,9,0,1,0,1
4,9,0,1,0,1
4,9,0,1,0,1
4,9,0,1,0,1
4,9,0,1,0,1
4,9,0,1,1,3
4,9,1,0,1,4
4,9,2,0,1,2
4,9,0,0,1,3
4,9,1,1,1,4
4,9,2,1,1,4
4,9,3,1,1,4
4,9,4,1,1,4
4,9,5,1,1,1
4,9,0,1,1,3
4,9,1,1,1,4
4,9,2,1,1,4
4,9,3,1,1,4
4,9,4,1,1,4
4,9,5,1,1,1
4,9,0,1,1,3
4,9,1,1,1,4
4,9,2,1,1,4
4,9,3,1,1,4
4,9,4,1,1,4
4,9,5,1,1,1
4,9,0,1,1,3
4,9,1,1,1,4
4,9,2,1,1,4
4,9,3,1,1,4
4,9,4,1,1,4
4,9,5,1,1,1
4,9,0,1,1,3
4,9,1,1,1,4
4,9,2,1,1,4
4,9,3,1,1,4
4,9,4,1,1,4
4,9,5,1,1,1
4,9,0,1,1,3
4,9,1,1,1,4
4,9,2,1,1,4
4,9,3,1,1,4
4,9,4,1,1,4
4,9,5,1,1,1
4,9,0,1,1,3
4,9,1,1,1,4
4,9,2,1,1,4
4,9,3,1,1,4
4,9,4,1,1,4
4,9,5,1,1,1
4,9,0,1,1,3
4,9,1,0,1,4
4,9,2,0,1,2
4,9,0,0,1,3
4,9,1,1,1,4
4,9,2,1,1,4
4,9,3,1,1,4
4,9,4,1,1,4
4,9,5,1,1,1
4,9,0,1,1,3
4,9,1,1,1,4
4,9,2,1,1,4
4,9,3,1,1,4
4,9,4,1,1,4
4,9,5,1,1,1
4,9,0,1,1,3
4,9,1,1,1,4
4,9,2,1,1,4
4,10,0,0,1,3
4,10,1,0,1,4
4,10,2,0,1,2
4,10,0,0,0,2
4,10,0,0,1,3
4,10,1,1,1,4
4,10,2,1,1,4
4,10,3,1,1,4
4,10,4,1,1,4
4,10,5,1,1,1
4,10,0,1,0,1
4,10,0,1,1,3
4,10,1,0,1,4
4,10,2,0,1,2
4,10,0,0,0,2
4,10,0,0,0,2
4,10,0,0,1,3
4,10,1,0,1,4
4,10,2,0,1,2
4,10,0,0,1,3
4,10,1,1,1,4
4,10,2,1,1,4
4,10,3,1,1,4
4,10,4,1,1,4
4,10,5,1,1,1
4,10,0,1,1,3
4,10,1,1,1,4
4,10,2,1,1,4
4,10,3,1,1,4
4,10,4,1,1,4
4,10,5,1,1,1
4,10,0,1,1,3
4,10,1,1,1,4
4,10,2,1,1,4
4,10,3,1,1,4
4,10,4,1,1,4
4,10,5,1,1,1
4,10,0,1,1,3
4,10,1,1,1,4
4,10,2,1,1,4
4,10,3,1,1,4
4,10,4,1,1,4
4,10,5,1,1,1
4,10,0,1,1,3
4,10,1,1,1,4
4,10,2,1,1,4
4,10,3,1,1,4
4,10,4,1,1,4
4,10,5,1,1,1
4,10,0,1,1,3
4,10,1,0,1,4
4,10,2,0,1,2
4,10,0,0,1,3
4,10,1,0,1,4
4,10,2,0,1,2
4,10,0,0,1,3
4,10,1,1,1,4
4,10,2,1,1,4
4,10,3,1,1,4
4,10,4,1,1,4
4,10,5,1,1,1
4,10,0,1,1,3
4,10,1,0,1,4
4,10,2,0,1,2
4,10,0,0,1,3
4,10,1,1,1,4
4,10,2,1,1,4
4,10,3,1,1,4
4,10,4,1,1,4
4,10,5,1,1,1
4,10,0,1,1,3
4,10,1,1,1,4
4,10,2,1,1,4
4,10,3,1,1,4
4,10,4,1,1,4
4,10,5,1,1,1
4,10,0,1,1,3
4,10,1,1,1,4
4,10,2,1,1,4
4,10,3,1,1,4
4,10,4,1,1,4
4,10,5,1,1,1
4,10,0,1,1,3
4,10,1,1,1,4
4,10,2,1,1,4
4,10,3,1,1,4
4,10,4,1,1,4
4,10,5,1,1,1
4,10,0,1,1,3
4,10,1,1,1,4
4,10,2,1,1,4
4,10,3,1,1,4
4,10,4,1,1,4
4,10,5,1,1,1
4,10,0,1,1,3
4,10,1,0,1,4
4,10,2,0,1,2
4,10,0,0,1,3
4,10,1,1,1,4
4,10,2,1,1,4
4,11,0,0,1,3
4,11,1,0,1,4
4,11,2,0,1,2
4,11,0,0,0,2
4,11,0,0,0,2
4,11,0,0,0,2
4,11,0,0,1,3
4,11,1,0,1,4
4,11,2,0,1,2
4,11,0,0,1,3
4,11,1,0,1,4
4,11,2,0,1,2
4,11,0,0,0,2
4,11,0,0,0,2
4,11,0,0,1,3
4,11,1,1,1,4
4,11,2,1,1,4
4,11,3,1,1,4
4,11,4,1,1,4
4,11,5,1,1,1
4,11,0,1,1,3
4,11,1,1,1,4
4,11,2,1,1,4
4,11,3,1,1,4
4,11,4,1,1,4
4,11,5,1,1,1
4,11,0,1,1,3
4,11,1,1,1,4
4,11,2,1,1,4
4,11,3,1,1,4
4,11,4,1,1,4
4,11,5,1,1,1
4,11,0,1,1,3
4,11,1,1,1,4
4,11,2,1,1,4
4,11,3,1,1,4
4,11,4,1,1,4
4,11,5,1,1,1
4,11,0,1,1,3
4,11,1,0,1,4
4,11,2,0,1,2
4,11,0,0,1,3
4,11,1,1,1,4
4,11,2,1,1,4
4,11,3,1,1,4
4,11,4,1,1,4
4,11,5,1,1,1
4,11,0,1,1,3
4,11,1,1,1,4
4,11,2,1,1,4
4,11,3,1,1,4
4,11,4,1,1,4
4,11,5,1,1,1
4,11,0,1,1,3
4,11,1,1,1,4
4,11,2,1,1,4
4,11,3,1,1,4
4,11,4,1,1,4
4,11,5,1,1,1
4,11,0,1,1,3
4,11,1,1,1,4
4,11,2,1,1,4
4,11,3,1,1,4
4,11,4,1,1,4
4,11,5,1,1,1
4,11,0,1,1,3
4,11,1,1,1,4
4,11,2,1,1,4
4,11,3,1,1,4
4,11,4,1,1,4
4,11,5,1,1,1
4,11,0,1,1,3
4,11,1,1,1,4
4,11,2,1,1,4
4,11,3,1,1,4
4,11,4,1,1,4
4,11,5,1,1,1
4,11,0,1,1,3
4,11,1,1,1,4
4,11,2,1,1,4
4,11,3,1,1,4
4,11,4,1,1,4
4,11,5,1,1,1
4,11,0,1,1,3
4,11,1,1,1,4
4,11,2,1,1,4
4,11,3,1,1,4
4,11,4,1,1,4
4,11,5,1,1,1
4,11,0,1,1,3
4,11,1,0,1,4
4,11,2,0,1,2
4,11,0,0,0,2
4,11,0,0,0,2
4,11,0,0,1,3
4,11,1,0,1,4
4,11,2,0,1,2
4,11,0,0,0,2
4,11,0,0,1,3
4,11,1,1,1,4
4,12,0,0,1,3
4,12,1,0,1,4
4,12,2,0,1,2
4,12,0,0,1,3
4,12,1,0,1,4
4,12,2,0,1,2
4,12,0,0,1,3
4,12,1,1,1,4
4,12,2,1,1,4
4,12,3,1,1,4
4,12,4,1,1,4
4,12,5,1,1,1
4,12,0,1,0,1
4,12,0,1,1,3
4,12,1,1,1,4
4,12,2,1,1,4
4,12,3,1,1,4
4,12,4,1,1,4
4,12,5,1,1,1
4,12,0,1,1,3
4,12,1,1,1,4
4,12,2,1,1,4
4,12,3,1,1,4
4,12,4,1,1,4
4,12,5,1,1,1
4,12,0,1,0,1
4,12,0,1,0,1
4,12,0,1,0,1
4,12,0,1,0,1
4,12,0,1,0,1
4,12,0,1,0,1
4,12,0,1,0,1
4,12,0,1,0,1
4,12,0,1,0,1
4,12,0,1,0,1
4,12,0,1,0,1
4,12,0,1,1,3
4,12,1,1,1,4
4,12,2,1,1,4
4,12,3,1,1,4
4,12,4,1,1,4
4,12,5,1,1,1
4,12,0,1,1,3
4,12,1,1,1,4
4,12,2,1,1,4
4,12,3,1,1,4
4,12,4,1,1,4
4,12,5,1,1,1
4,12,0,1,1,3
4,12,1,1,1,4
4,12,2,1,1,4
4,12,3,1,1,4
4,12,4,1,1,4
4,12,5,1,1,1
4,12,0,1,1,3
4,12,1,1,1,4
4,12,2,1,1,4
4,12,3,1,1,4
4,12,4,1,1,4
4,12,5,1,1,1
4,12,0,1,0,1
4,12,0,1,1,3
4,12,1,1,1,4
4,12,2,1,1,4
4,12,3,1,1,4
4,12,4,1,1,4
4,12,5,1,1,1
4,12,0,1,1,3
4,12,1,1,1,4
4,12,2,1,1,4
4,12,3,1,1,4
4,12,4,1,1,4
4,12,5,1,1,1
4,12,0,1,1,3
4,12,1,1,1,4
4,12,2,1,1,4
4,12,3,1,1,4
4,12,4,1,1,4
4,12,5,1,1,1
4,12,0,1,0,1
4,12,0,1,1,3
4,12,1,1,1,4
4,12,2,1,1,4
4,12,3,1,1,4
4,12,4,1,1,4
4,12,5,1,1,1
4,12,0,1,1,3
4,12,1,1,1,4
4,12,2,1,1,4
4,12,3,1,1,4
4,12,4,1,1,4
4,12,5,1,1,1
4,12,0,1,1,3
4,12,1,0,1,4
4,12,2,0,1,2
4,12,0,0,0,2
4,12,0,0,1,3
4,12,1,1,1,4
4,12,2,1,1,4
4,12,3,1,1,4
4,13,0,0,1,3
4,13,1,0,1,4
4,13,2,0,1,2
4,13,0,0,0,2
4,13,0,0,0,2
4,13,0,0,1,3
4,13,1,0,1,4
4,13,2,0,1,2
4,13,0,0,0,2
4,13,0,0,1,3
4,13,1,0,1,4
4,13,2,0,1,2
4,13,0,0,1,3
4,13,1,0,1,4
4,13,2,0,1,2
4,13,0,0,1,3
4,13,1,1,1,4
4,13,2,1,1,4
4,13,3,1,1,4
4,13,4,1,1,4
4,13,5,1,1,1
4,13,0,1,0,1
4,13,0,1,0,1
4,13,0,1,1,3
4,13,1,1,1,4
4,13,2,1,1,4
4,13,3,1,1,4
4,13,4,1,1,4
4,13,5,1,1,1
4,13,0,1,1,3
4,13,1,1,1,4
4,13,2,1,1,4
4,13,3,1,1,4
4,13,4,1,1,4
4,13,5,1,1,1
4,13,0,1,1,3
4,13,1,1,1,4
4,13,2,1,1,4
4,13,3,1,1,4
4,13,4,1,1,4
4,13,5,1,1,1
4,13,0,1,1,3
4,13,1,1,1,4
4,13,2,1,1,4
4,13,3,1,1,4
4,13,4,1,1,4
4,13,5,1,1,1
4,13,0,1,1,3
4,13,1,1,1,4
4,13,2,1,1,4
4,13,3,1,1,4
4,13,4,1,1,4
4,13,5,1,1,1
4,13,0,1,1,3
4,13,1,1,1,4
4,13,2,1,1,4
4,13,3,1,1,4
4,13,4,1,1,4
4,13,5,1,1,1
4,13,0,1,1,3
4,13,1,1,1,4
4,13,2,1,1,4
4,13,3,1,1,4
4,13,4,1,1,4
4,13,5,1,1,1
4,13,0,1,1,3
4,13,1,1,1,4
4,13,2,1,1,4
4,13,3,1,1,4
4,13,4,1,1,4
4,13,5,1,1,1
4,13,0,1,1,3
4,13,1,0,1,4
4,13,2,0,1,2
4,13,0,0,1,3
4,13,1,0,1,4
4,13,2,0,1,2
4,13,0,0,1,3
4,13,1,0,1,4
4,13,2,0,1,2
4,13,0,0,1,3
4,13,1,0,1,4
4,13,2,0,1,2
4,13,0,0,0,2
4,13,0,0,1,3
4,13,1,0,1,4
4,13,2,0,1,2
4,13,0,0,1,3
4,13,1,0,1,4
4,13,2,0,1,2
4,13,0,0,1,3
4,13,1,1,1,4
4,13,2,1,1,4
4,13,3,1,1,4
4,13,4,1,1,4
4,13,5,1,1,1
4,13,0,1,1,3
4,13,1,0,1,4
4,13,2,0,1,2
4,13,0,0,1,3
4,14,0,0,0,2
4,14,0,0,1,3
4,14,1,1,1,4
4,14,2,1,1,4
4,14,3,1,1,4
4,14,4,1,1,4
4,14,5,1,1,1
4,14,0,1,1,3
4,14,1,0,1,4
4,14,2,0,1,2
4,14,0,0,1,3
4,14,1,0,1,4
4,14,2,0,1,2
4,14,0,0,1,3
4,14,1,0,1,4
4,14,2,0,1,2
4,14,0,0,1,3
4,14,1,1,1,4
4,14,2,1,1,4
4,14,3,1,1,4
4,14,4,1,1,4
4,14,5,1,1,1
4,14,0,1,0,1
4,14,0,1,1,3
4,14,1,1,1,4
4,14,2,1,1,4
4,14,3,1,1,4
4,14,4,1,1,4
4,14,5,1,1,1
4,14,0,1,0,1
4,14,0,1,1,3
4,14,1,0,1,4
4,14,2,0,1,2
4,14,0,0,1,3
4,14,1,0,1,4
4,14,2,0,1,2
4,14,0,0,0,2
4,14,0,0,0,2
4,14,0,0,0,2
4,14,0,0,0,2
4,14,0,0,1,3
4,14,1,0,1,4
4,14,2,0,1,2
4,14,0,0,0,2
4,14,0,0,1,3
4,14,1,1,1,4
4,14,2,1,1,4
4,14,3,1,1,4
4,14,4,1,1,4
4,14,5,1,1,1
4,14,0,1,1,3
4,14,1,1,1,4
4,14,2,1,1,4
4,14,3,1,1,4
4,14,4,1,1,4
4,14,5,1,1,1
4,14,0,1,1,3
4,14,1,1,1,4
4,14,2,1,1,4
4,14,3,1,1,4
4,14,4,1,1,4
4,14,5,1,1,1
4,14,0,1,1,3
4,14,1,1,1,4
4,14,2,1,1,4
4,14,3,1,1,4
4,14,4,1,1,4
4,14,5,1,1,1
4,14,0,1,0,1
4,14,0,1,0,1
4,14,0,1,1,3
4,14,1,1,1,4
4,14,2,1,1,4
4,14,3,1,1,4
4,14,4,1,1,4
4,14,5,1,1,1
4,14,0,1,1,3
4,14,1,1,1,4
4,14,2,1,1,4
4,14,3,1,1,4
4,14,4,1,1,4
4,14,5,1,1,1
4,14,0,1,1,3
4,14,1,1,1,4
4,14,2,1,1,4
4,14,3,1,1,4
4,14,4,1,1,4
4,14,5,1,1,1
4,14,0,1,0,1
4,14,0,1,0,1
4,14,0,1,0,1
4,14,0,1,1,3
4,14,1,1,1,4
4,14,2,1,1,4
4,14,3,1,1,4
4,14,4,1,1,4
4,14,5,1,1,1
4,14,0,1,1,3
4,14,1,1,1,4
4,14,2,1,1,4
4,15,0,0,1,3
4,15,1,0,1,4
4,15,2,0,1,2
4,15,0,0,1,3
4,15,1,1,1,4
4,15,2,1,1,4
4,15,3,1,1,4
4,15,4,1,1,4
4,15,5,1,1,1
4,15,0,1,1,3
4,15,1,0,1,4
4,15,2,0,1,2
4,15,0,0,1,3
4,15,1,0,1,4
4,15,2,0,1,2
4,15,0,0,1,3
4,15,1,0,1,4
4,15,2,0,1,2
4,15,0,0,0,2
4,15,0,0,1,3
4,15,1,1,1,4
4,15,2,1,1,4
4,15,3,1,1,4
4,15,4,1,1,4
4,15,5,1,1,1
4,15,0,1,1,3
4,15,1,0,1,4
4,15,2,0,1,2
4,15,0,0,0,2
4,15,0,0,0,2
4,15,0,0,0,2
4,15,0,0,1,3
4,15,1,1,1,4
4,15,2,1,1,4
4,15,3,1,1,4
4,15,4,1,1,4
4,15,5,1,1,1
4,15,0,1,1,3
4,15,1,1,1,4
4,15,2,1,1,4
4,15,3,1,1,4
4,15,4,1,1,4
4,15,5,1,1,1
4,15,0,1,1,3
4,15,1,1,1,4
4,15,2,1,1,4
4,15,3,1,1,4
4,15,4,1,1,4
4,15,5,1,1,1
4,15,0,1,1,3
4,15,1,1,1,4
4,15,2,1,1,4
4,15,3,1,1,4
4,15,4,1,1,4
4,15,5,1,1,1
4,15,0,1,1,3
4,15,1,1,1,4
4,15,2,1,1,4
4,15,3,1,1,4
4,15,4,1,1,4
4,15,5,1,1,1
4,15,0,1,1,3
4,15,1,1,1,4
4,15,2,1,1,4
4,15,3,1,1,4
4,15,4,1,1,4
4,15,5,1,1,1
4,15,0,1,1,3
4,15,1,1,1,4
4,15,2,1,1,4
4,15,3,1,1,4
4,15,4,1,1,4
4,15,5,1,1,1
4,15,0,1,1,3
4,15,1,1,1,4
4,15,2,1,1,4
4,15,3,1,1,4
4,15,4,1,1,4
4,15,5,1,1,1
4,15,0,1,0,1
4,15,0,1,1,3
4,15,1,1,1,4
4,15,2,1,1,4
4,15,3,1,1,4
4,15,4,1,1,4
4,15,5,1,1,1
4,15,0,1,0,1
4,15,0,1,0,1
4,15,0,1,1,3
4,15,1,1,1,4
4,15,2,1,1,4
4,15,3,1,1,4
4,15,4,1,1,4
4,15,5,1,1,1
4,15,0,1,1,3
4,15,1,1,1,4
4,15,2,1,1,4
4,15,3,1,1,4
4,15,4,1,1,4
4,15,5,1,1,1
4,16,0,0,1,3
4,16,1,1,1,4
4,16,2,1,1,4
4,16,3,1,1,4
4,16,4,1,1,4
4,16,5,1,1,1
4,16,0,1,0,1
4,16,0,1,1,3
4,16,1,1,1,4
4,16,2,1,1,4
4,16,3,1,1,4
4,16,4,1,1,4
4,16,5,1,1,1
4,16,0,1,1,3
4,16,1,1,1,4
4,16,2,1,1,4
4,16,3,1,1,4
4,16,4,1,1,4
4,16,5,1,1,1
4,16,0,1,0,1
4,16,0,1,1,3
4,16,1,1,1,4
4,16,2,1,1,4
4,16,3,1,1,4
4,16,4,1,1,4
4,16,5,1,1,1
4,16,0,1,0,1
4,16,0,1,1,3
4,16,1,1,1,4
4,16,2,1,1,4
4,16,3,1,1,4
4,16,4,1,1,4
4,16,5,1,1,1
4,16,0,1,1,3
4,16,1,1,1,4
4,16,2,1,1,4
4,16,3,1,1,4
4,16,4,1,1,4
4,16,5,1,1,1
4,16,0,1,1,3
4,16,1,1,1,4
4,16,2,1,1,4
4,16,3,1,1,4
4,16,4,1,1,4
4,16,5,1,1,1
4,16,0,1,1,3
4,16,1,1,1,4
4,16,2,1,1,4
4,16,3,1,1,4
4,16,4,1,1,4
4,16,5,1,1,1
4,16,0,1,1,3
4,16,1,1,1,4
4,16,2,1,1,4
4,16,3,1,1,4
4,16,4,1,1,4
4,16,5,1,1,1
4,16,0,1,0,1
4,16,0,1,1,3
4,16,1,1,1,4
4,16,2,1,1,4
4,16,3,1,1,4
4,16,4,1,1,4
4,16,5,1,1,1
4,16,0,1,1,3
4,16,1,1,1,4
4,16,2,1,1,4
4,16,3,1,1,4
4,16,4,1,1,4
4,16,5,1,1,1
4,16,0,1,1,3
4,16,1,1,1,4
4,16,2,1,1,4
4,16,3,1,1,4
4,16,4,1,1,4
4,16,5,1,1,1
4,16,0,1,1,3
4,16,1,1,1,4
4,16,2,1,1,4
4,16,3,1,1,4
4,16,4,1,1,4
4,16,5,1,1,1
4,16,0,1,1,3
4,16,1,1,1,4
4,16,2,1,1,4
4,16,3,1,1,4
4,16,4,1,1,4
4,16,5,1,1,1
4,16,0,1,1,3
4,16,1,1,1,4
4,16,2,1,1,4
4,16,3,1,1,4
4,16,4,1,1,4
4,16,5,1,1,1
4,16,0,1,1,3
4,16,1,1,1,4
4,16,2,1,1,4
4,16,3,1,1,4
4,16,4,1,1,4
4,16,5,1,1,1
4,17,0,0,1,3
4,17,1,0,1,4
4,17,2,0,1,2
4,17,0,0,1,3
4,17,1,0,1,4
4,17,2,0,1,2
4,17,0,0,1,3
4,17,1,1,1,4
4,17,2,1,1,4
4,17,3,1,1,4
4,17,4,1,1,4
4,17,5,1,1,1
4,17,0,1,1,3
4,17,1,1,1,4
4,17,2,1,1,4
4,17,3,1,1,4
4,17,4,1,1,4
4,17,5,1,1,1
4,17,0,1,1,3
4,17,1,1,1,4
4,17,2,1,1,4
4,17,3,1,1,4
4,17,4,1,1,4
4,17,5,1,1,1
4,17,0,1,1,3
4,17,1,1,1,4
4,17,2,1,1,4
4,17,3,1,1,4
4,17,4,1,1,4
4,17,5,1,1,1
4,17,0,1,1,3
4,17,1,1,1,4
4,17,2,1,1,4
4,17,3,1,1,4
4,17,4,1,1,4
4,17,5,1,1,1
4,17,0,1,1,3
4,17,1,1,1,4
4,17,2,1,1,4
4,17,3,1,1,4
4,17,4,1,1,4
4,17,5,1,1,1
4,17,0,1,1,3
4,17,1,1,1,4
4,17,2,1,1,4
4,17,3,1,1,4
4,17,4,1,1,4
4,17,5,1,1,1
4,17,0,1,1,3
4,17,1,1,1,4
4,17,2,1,1,4
4,17,3,1,1,4
4,17,4,1,1,4
4,17,5,1,1,1
4,17,0,1,1,3
4,17,1,0,1,4
4,17,2,0,1,2
4,17,0,0,1,3
4,17,1,1,1,4
4,17,2,1,1,4
4,17,3,1,1,4
4,17,4,1,1,4
4,17,5,1,1,1
4,17,0,1,1,3
4,17,1,0,1,4
4,17,2,0,1,2
4,17,0,0,1,3
4,17,1,1,1,4
4,17,2,1,1,4
4,17,3,1,1,4
4,17,4,1,1,4
4,17,5,1,1,1
4,17,0,1,1,3
4,17,1,1,1,4
4,17,2,1,1,4
4,17,3,1,1,4
4,17,4,1,1,4
4,17,5,1,1,1
4,17,0,1,1,3
4,17,1,0,1,4
4,17,2,0,1,2
4,17,0,0,1,3
4,17,1,1,1,4
4,17,2,1,1,4
4,17,3,1,1,4
4,17,4,1,1,4
4,17,5,1,1,1
4,17,0,1,0,1
4,17,0,1,1,3
4,17,1,1,1,4
4,17,2,1,1,4
4,17,3,1,1,4
4,17,4,1,1,4
4,17,5,1,1,1
4,17,0,1,1,3
4,17,1,1,1,4
4,17,2,1,1,4
4,17,3,1,1,4
4,17,4,1,1,4
4,17,5,1,1,1
4,18,0,0,0,2
4,18,0,0,1,3
4,18,1,0,1,4
4,18,2,0,1,2
4,18,0,0,0,2
4,18,0,0,1,3
4,18,1,1,1,4
4,18,2,1,1,4
4,18,3,1,1,4
4,18,4,1,1,4
4,18,5,1,1,1
4,18,0,1,0,1
4,18,0,1,1,3
4,18,1,1,1,4
4,18,2,1,1,4
4,18,3,1,1,4
4,18,4,1,1,4
4,18,5,1,1,1
4,18,0,1,1,3
4,18,1,0,1,4
4,18,2,0,1,2
4,18,0,0,1,3
4,18,1,1,1,4
4,18,2,1,1,4
4,18,3,1,1,4
4,18,4,1,1,4
4,18,5,1,1,1
4,18,0,1,1,3
4,18,1,0,1,4
4,18,2,0,1,2
4,18,0,0,1,3
4,18,1,1,1,4
4,18,2,1,1,4
4,18,3,1,1,4
4,18,4,1,1,4
4,18,5,1,1,1
4,18,0,1,1,3
4,18,1,1,1,4
4,18,2,1,1,4
4,18,3,1,1,4
4,18,4,1,1,4
4,18,5,1,1,1
4,18,0,1,0,1
4,18,0,1,1,3
4,18,1,1,1,4
4,18,2,1,1,4
4,18,3,1,1,4
4,18,4,1,1,4
4,18,5,1,1,1
4,18,0,1,0,1
4,18,0,1,1,3
4,18,1,1,1,4
4,18,2,1,1,4
4,18,3,1,1,4
4,18,4,1,1,4
4,18,5,1,1,1
4,18,0,1,1,3
4,18,1,1,1,4
4,18,2,1,1,4
4,18,3,1,1,4
4,18,4,1,1,4
4,18,5,1,1,1
4,18,0,1,0,1
4,18,0,1,1,3
4,18,1,0,1,4
4,18,2,0,1,2
4,18,0,0,0,2
4,18,0,0,0,2
4,18,0,0,1,3
4,18,1,1,1,4
4,18,2,1,1,4
4,18,3,1,1,4
4,18,4,1,1,4
4,18,5,1,1,1
4,18,0,1,1,3
4,18,1,1,1,4
4,18,2,1,1,4
4,18,3,1,1,4
4,18,4,1,1,4
4,18,5,1,1,1
4,18,0,1,1,3
4,18,1,1,1,4
4,18,2,1,1,4
4,18,3,1,1,4
4,18,4,1,1,4
4,18,5,1,1,1
4,18,0,1,1,3
4,18,1,1,1,4
4,18,2,1,1,4
4,18,3,1,1,4
4,18,4,1,1,4
4,18,5,1,1,1
4,18,0,1,1,3
4,18,1,1,1,4
4,18,2,1,1,4
4,18,3,1,1,4
4,18,4,1,1,4
4,18,5,1,1,1
4,18,0,1,1,3
4,18,1,1,1,4
4,19,0,0,1,3
4,19,1,1,1,4
4,19,2,1,1,4
4,19,3,1,1,4
4,19,4,1,1,4
4,19,5,1,1,1
4,19,0,1,1,3
4,19,1,1,1,4
4,19,2,1,1,4
4,19,3,1,1,4
4,19,4,1,1,4
4,19,5,1,1,1
4,19,0,1,1,3
4,19,1,1,1,4
4,19,2,1,1,4
4,19,3,1,1,4
4,19,4,1,1,4
4,19,5,1,1,1
4,19,0,1,1,3
4,19,1,0,1,4
4,19,2,0,1,2
4,19,0,0,1,3
4,19,1,0,1,4
4,19,2,0,1,2
4,19,0,0,0,2
4,19,0,0,1,3
4,19,1,0,1,4
4,19,2,0,1,2
4,19,0,0,0,2
4,19,0,0,0,2
4,19,0,0,0,2
4,19,0,0,1,3
4,19,1,1,1,4
4,19,2,1,1,4
4,19,3,1,1,4
4,19,4,1,1,4
4,19,5,1,1,1
4,19,0,1,1,3
4,19,1,0,1,4
4,19,2,0,1,2
4,19,0,0,1,3
4,19,1,1,1,4
4,19,2,1,1,4
4,19,3,1,1,4
4,19,4,1,1,4
4,19,5,1,1,1
4,19,0,1,1,3
4,19,1,1,1,4
4,19,2,1,1,4
4,19,3,1,1,4
4,19,4,1,1,4
4,19,5,1,1,1
4,19,0,1,1,3
4,19,1,1,1,4
4,19,2,1,1,4
4,19,3,1,1,4
4,19,4,1,1,4
4,19,5,1,1,1
4,19,0,1,1,3
4,19,1,0,1,4
4,19,2,0,1,2
4,19,0,0,1,3
4,19,1,0,1,4
4,19,2,0,1,2
4,19,0,0,0,2
4,19,0,0,0,2
4,19,0,0,1,3
4,19,1,1,1,4
4,19,2,1,1,4
4,19,3,1,1,4
4,19,4,1,1,4
4,19,5,1,1,1
4,19,0,1,1,3
4,19,1,1,1,4
4,19,2,1,1,4
4,19,3,1,1,4
4,19,4,1,1,4
4,19,5,1,1,1
4,19,0,1,1,3
4,19,1,1,1,4
4,19,2,1,1,4
4,19,3,1,1,4
4,19,4,1,1,4
4,19,5,1,1,1
4,19,0,1,1,3
4,19,1,1,1,4
4,19,2,1,1,4
4,19,3,1,1,4
4,19,4,1,1,4
4,19,5,1,1,1
4,19,0,1,1,3
4,19,1,1,1,4
4,19,2,1,1,4
4,19,3,1,1,4
4,19,4,1,1,4
4,19,5,1,1,1
4,19,0,1,1,3
4,19,1,1,1,4
4,19,2,1,1,4
4,19,3,1,1,4
4,20,0,0,1,3
4,20,1,0,1,4
4,20,2,0,1,2
4,20,0,0,1,3
4,20,1,1,1,4
4,20,2,1,1,4
4,20,3,1,1,4
4,20,4,1,1,4
4,20,5,1,1,1
4,20,0,1,1,3
4,20,1,1,1,4
4,20,2,1,1,4
4,20,3,1,1,4
4,20,4,1,1,4
4,20,5,1,1,1
4,20,0,1,1,3
4,20,1,0,1,4
4,20,2,0,1,2
4,20,0,0,1,3
4,20,1,1,1,4
4,20,2,1,1,4
4,20,3,1,1,4
